"Median earned income per commuter travelling less than 30 minutes"
"(Euro) by Electoral Division and Year"

" ","2016"
"105 Kilcolumb, Co. Kilkenny",34223.0
"106 Kilculliheen (part), Co. Kilkenny",27600.0
"107 Killahy, Co. Kilkenny",30885.0
"108 Kilmakevoge, Co. Kilkenny",32242.0
"109 Pollrone, Co. Kilkenny",28698.0
"110 Portnascully, Co. Kilkenny",30824.0
"111 Rathpatrick, Co. Kilkenny",31599.0
"112 Rossinan, Co. Kilkenny",30607.0
"113 Ullid, Co. Kilkenny",31480.0
"001 Abbeyleix, Co. Laois",25287.0
"002 Aghmacart, Co. Laois",25907.0
"003 Ballinakill, Co. Laois",31900.0
"004 Ballyroan, Co. Laois",27187.0
"005 Blandsfort, Co. Laois",31941.0
"006 Caher, Co. Laois",..
"007 Castletown, Co. Laois",25632.0
"008 Clash, Co. Laois",31686.0
"009 Clonkeen, Co. Laois",29379.0
"010 Colt, Co. Laois",29779.0
"011 Cuffsborough, Co. Laois",34060.0
"012 Cullahill, Co. Laois",30696.0
"013 Cullenagh, Co. Laois",34937.0
"014 Donaghmore, Co. Laois",26863.0
"015 Donore, Co. Laois",32819.0
"016 Dunmore, Co. Laois",35468.0
"017 Durrow, Co. Laois",23602.0
"018 Dysartgallen, Co. Laois",23970.0
"019 Fossy, Co. Laois",31567.0
"020 Grantstown, Co. Laois",28429.0
"021 Kilcoke, Co. Laois",25720.0
"022 Kildellig, Co. Laois",35034.0
"023 Killermogh, Co. Laois",30345.0
"024 Kilnaseer, Co. Laois",26175.0
"025 Raheen, Co. Laois",32429.0
"026 Rathdowney, Co. Laois",20060.0
"027 Timahoe, Co. Laois",32505.0
"028 Ballyadams, Co. Laois",34345.0
"029 Ballylynan, Co. Laois",26914.0
"030 Barrowhouse, Co. Laois",32499.0
"031 Curraclone, Co. Laois",29805.0
"032 Killabban, Co. Laois",27886.0
"033 Luggacurren, Co. Laois",27539.0
"034 Moyanna, Co. Laois",31565.0
"035 Rathaspick, Co. Laois",25480.0
"036 Stradbally, Co. Laois",29926.0
"037 Tankardstown, Co. Laois",27018.0
"038 Timogue, Co. Laois",32589.0
"039 Vicarstown, Co. Laois",26126.0
"040 Arderin, Co. Laois",27014.0
"041 Ballybrittas, Co. Laois",34486.0
"042 Ballycarroll, Co. Laois",33787.0
"043 Ballyfin, Co. Laois",34122.0
"044 Borris, Co. Laois",21996.0
"999 Brisha / Capard",28832.0
"047 Cappalough, Co. Laois",30268.0
"048 Cardtown, Co. Laois",24500.0
"049 Castlecuffe, Co. Laois",31224.0
"050 Clonaslee, Co. Laois",27030.0
"051 Clondarrig, Co. Laois",25778.0
"052 Clonin, Co. Laois",28642.0
"053 Coolrain, Co. Laois",28846.0
"054 Dangans, Co. Laois",22925.0
"055 Emo, Co. Laois",34072.0
"056 Garrymore, Co. Laois",45746.0
"057 Graigue, Co. Laois",33839.0
"058 Jamestown, Co. Laois",30784.0
"059 Kilcolmanbane, Co. Laois",33880.0
"060 Kilmullen, Co. Laois",32589.0
"061 Kilmurry, Co. Laois",26174.0
"062 Lacka, Co. Laois",30047.0
"063 Marymount, Co. Laois",26705.0
"064 Meelick, Co. Laois",27157.0
"065 Mountmellick Rural, Co. Laois",31766.0
"066 Mountmellick Urban, Co. Laois",26531.0
"067 Mountrath, Co. Laois",23989.0
"068 Nealstown, Co. Laois",..
"069 O'More's Forest, Co. Laois",32138.0
"070 Portarlington South, Co. Laois",26000.0
"071 Portlaoighise (Maryborough) Rural, Co. Laois",29541.0
"072 Portlaoighise (Maryborough) Urban, Co. Laois",23897.0
"073 Rearymore, Co. Laois",..
"074 Rosenallis, Co. Laois",24245.0
"075 Sallyford, Co. Laois",31392.0
"076 Shaen, Co. Laois",30766.0
"077 Tinnahinch, Co. Laois",32996.0
"078 Trumra, Co. Laois",29740.0
"079 Ballybrophy, Co. Laois",24362.0
"080 Borris-in-Ossory, Co. Laois",26029.0
"081 Clonmore, Co. Laois",22962.0
"082 Errill, Co. Laois",23329.0
"083 Kyle, Co. Laois",..
"084 Kyle South, Co. Laois",24294.0
"085 Moneenalassa, Co. Laois",27617.0
"086 Moneymore, Co. Laois",30691.0
"087 Rathsaran, Co. Laois",26321.0
"088 Ardough, Co. Laois",30459.0
"089 Arless, Co. Laois",29591.0
"090 Ballickmoyler, Co. Laois",28500.0
"091 Ballylehane, Co. Laois",26039.0
"092 Doonane, Co. Laois",26216.0
"093 Farnans, Co. Laois",24767.0
"094 Graigue Rural, Co. Laois",26660.0
"095 Newtown, Co. Laois",33213.0
"096 Rossmore, Co. Laois",33575.0
"097 Shrule, Co. Laois",26779.0
"098 Turra, Co. Laois",30121.0
"001 Longford No. 1 Urban, Co. Longford",19787.0
"002 Longford No. 2 Urban, Co. Longford",29619.0
"003 Agharra, Co. Longford",34791.0
"004 Ballymahon, Co. Longford",24973.0
"005 Cashel East, Co. Longford",30520.0
"006 Cashel West, Co. Longford",29266.0
"007 Doory, Co. Longford",27549.0
"008 Forgney, Co. Longford",31270.0
"009 Foxhall, Co. Longford",25403.0
"010 Kilcommock, Co. Longford",28569.0
"011 Kilglass, Co. Longford",24862.0
"012 Ledwithstown, Co. Longford",30458.0
"013 Abbeylara, Co. Longford",22489.0
"014 Ballinalee, Co. Longford",26838.0
"015 Ballymuigh, Co. Longford",31762.0
"016 Bunlahy, Co. Longford",35312.0
"017 Columbkille, Co. Longford",23703.0
"018 Coolamber, Co. Longford",28499.0
"019 Creevy, Co. Longford",23538.0
"020 Crosagstown, Co. Longford",..
"021 Currygrane, Co. Longford",..
"022 Dalystown, Co. Longford",..
"023 Drummeel, Co. Longford",..
"999 Firry / Newgrove",24662.0
"025 Gelshagh, Co. Longford",30794.0
"026 Granard Rural, Co. Longford",31595.0
"027 Granard Urban, Co. Longford",22184.0
"028 Knockanbaun, Co. Longford",..
"029 Lislea, Co. Longford",..
"030 Meathas Truim, Co. Longford",22842.0
"031 Milltown, Co. Longford",29636.0
"032 Moatfarrell, Co. Longford",29424.0
"033 Moyne, Co. Longford",25677.0
"034 Mullanalaghta, Co. Longford",29538.0
"036 Sonnagh, Co. Longford",30194.0
"037 Aghaboy, Co. Longford",29679.0
"038 Ardagh East, Co. Longford",33283.0
"039 Ardagh West, Co. Longford",29974.0
"040 Ballinamuck East, Co. Longford",29163.0
"041 Ballinamuck West, Co. Longford",21418.0
"042 Breanrisk, Co. Longford",26361.0
"043 Caldragh, Co. Longford",30433.0
"044 Cloondara, Co. Longford",32247.0
"045 Cloonee, Co. Longford",28759.0
"046 Corboy, Co. Longford",26858.0
"047 Drumgort, Co. Longford",27568.0
"048 Drumlish, Co. Longford",24557.0
"049 Killashee, Co. Longford",27206.0
"050 Killoe, Co. Longford",24251.0
"051 Longford Rural (Part Urban), Co. Longford",24354.0
"052 Mountdavis, Co. Longford",33269.0
"053 Moydow, Co. Longford",28597.0
"054 Newtown Forbes, Co. Longford",26443.0
"055 Rathcline, Co. Longford",27494.0
"001 Fair Gate, Co. Louth",24540.0
"002 St. Laurence Gate, Co. Louth",25756.0
"003 West Gate, Co. Louth",24924.0
"004 Dundalk Urban No. 1, Co. Louth",25200.0
"005 Dundalk Urban No. 2, Co. Louth",21000.0
"006 Dundalk Urban No. 3, Co. Louth",25750.0
"007 Dundalk Urban No. 4, Co. Louth",26748.0
"008 Ardee Rural, Co. Louth",29239.0
"009 Ardee Urban, Co. Louth",26256.0
"010 Castlebellingham, Co. Louth",29430.0
"011 Clonkeen, Co. Louth",28017.0
"012 Collon, Co. Louth",28336.0
"013 Dromin, Co. Louth",33201.0
"014 Dromiskin, Co. Louth",28395.0
"015 Drumcar, Co. Louth",32859.0
"016 Dunleer, Co. Louth",27056.0
"017 Stabannan, Co. Louth",31274.0
"018 Tallanstown, Co. Louth",24206.0
"019 Ballymascanlan, Co. Louth",28777.0
"020 Barronstown, Co. Louth",29414.0
"021 Carlingford, Co. Louth",23859.0
"022 Castlering, Co. Louth",31056.0
"023 Castletown (Part Urban), Co. Louth",25110.0
"024 Creggan Upper, Co. Louth",26761.0
"025 Darver, Co. Louth",30959.0
"026 Drummullagh, Co. Louth",23653.0
"027 Dundalk Rural (Part Urban), Co. Louth",26000.0
"028 Faughart, Co. Louth",26121.0
"029 Greenore, Co. Louth",29128.0
"030 Haggardstown (Part Urban), Co. Louth",33092.0
"031 Jenkinstown, Co. Louth",30830.0
"032 Killanny, Co. Louth",27763.0
"033 Louth, Co. Louth",28539.0
"034 Mansfieldstown, Co. Louth",29772.0
"035 Rathcor, Co. Louth",28380.0
"036 Ravensdale, Co. Louth",28013.0
"037 Clogher, Co. Louth",27428.0
"038 Dysart, Co. Louth",32616.0
"039 Monasterboice, Co. Louth",33465.0
"040 Mullary, Co. Louth",33311.0
"041 St. Peter's (Part Urban), Co. Louth",26277.0
"042 Termonfeckin, Co. Louth",32379.0
"047 St. Mary's (Part Urban), Co. Louth",26105.0
"001 Ceannanus Mór (Kells) Urban, Co. Meath",21413.0
"002 Navan Urban, Co. Meath",21580.0
"003 Trim Urban, Co. Meath",20800.0
"004 Drumcondra, Co. Meath",26335.0
"005 Grangegeeth, Co. Meath",24773.0
"006 Killary, Co. Meath",28124.0
"007 Culmullin, Co. Meath",33057.0
"008 Donaghmore, Co. Meath",28573.0
"009 Dunboyne, Co. Meath",33533.0
"010 Dunshaughlin, Co. Meath",31931.0
"011 Kilbrew, Co. Meath",30019.0
"012 Killeen, Co. Meath",29868.0
"013 Kilmessan, Co. Meath",29645.0
"014 Kilmore, Co. Meath",31867.0
"015 Rathfeigh, Co. Meath",32170.0
"016 Ratoath, Co. Meath",35167.0
"017 Rodanstown, Co. Meath",35535.0
"018 Skreen, Co. Meath",32661.0
"019 Ardagh, Co. Meath",27825.0
"020 Ballinlough, Co. Meath",22699.0
"021 Balrathboyne, Co. Meath",27852.0
"022 Boherboy, Co. Meath",28525.0
"023 Burry, Co. Meath",32949.0
"024 Carrickleck, Co. Meath",30933.0
"025 Castlekeeran, Co. Meath",25729.0
"026 Ceannanus Mór (Kells) Rural (Part Urban), Co. Meath",26660.0
"027 Cruicetown, Co. Meath",29432.0
"028 Girley, Co. Meath",22218.0
"029 Kilmainham, Co. Meath",27214.0
"030 Kilskeer, Co. Meath",27471.0
"031 Loughan, Co. Meath",30243.0
"032 Maperath, Co. Meath",30037.0
"033 Martry, Co. Meath",30655.0
"034 Moybolgue, Co. Meath",25810.0
"035 Moynalty, Co. Meath",27433.0
"036 Newcastle, Co. Meath",32020.0
"037 Newtown, Co. Meath",25001.0
"038 Nobber, Co. Meath",25414.0
"039 Posseckstown, Co. Meath",25116.0
"040 Staholmog, Co. Meath",25286.0
"041 Tailtin, Co. Meath",24657.0
"042 Trohanny, Co. Meath",26174.0
"043 Ardcath, Co. Meath",28318.0
"044 Duleek, Co. Meath",26785.0
"045 Julianstown, Co. Meath",27825.0
"046 Mellifont, Co. Meath",24147.0
"047 St. Mary's (Part Rural), Co. Meath",29954.0
"048 Stamullin, Co. Meath",30308.0
"049 Ardbraccan, Co. Meath",29718.0
"050 Ardmulchan, Co. Meath",33358.0
"051 Bective, Co. Meath",26280.0
"052 Castletown, Co. Meath",25259.0
"053 Domhnach Phádraig, Co. Meath",32031.0
"054 Kentstown, Co. Meath",29281.0
"055 Navan Rural (Part Urban), Co. Meath",25933.0
"056 Painestown, Co. Meath",30151.0
"057 Rathkenny, Co. Meath",32380.0
"058 Slane, Co. Meath",27834.0
"059 Stackallan, Co. Meath",31093.0
"060 Tara, Co. Meath",30531.0
"061 Crossakeel, Co. Meath",28267.0
"062 Crosskeys, Co. Meath",28240.0
"063 Killallon, Co. Meath",28815.0
"064 Killeagh, Co. Meath",25027.0
"065 Knocklough, Co. Meath",25368.0
"066 Moylagh, Co. Meath",26860.0
"067 Oldcastle, Co. Meath",22936.0
"068 Stonefield, Co. Meath",23637.0
"069 Ardnamullan, Co. Meath",26130.0
"070 Baile Átha Buí, Co. Meath",23310.0
"071 Ballyboggan, Co. Meath",24607.0
"072 Ballyconnell, Co. Meath",26354.0
"073 Castlejordan, Co. Meath",23916.0
"074 Castlerickard, Co. Meath",26010.0
"075 Cloghbrack, Co. Meath",25695.0
"076 Clonmacduff, Co. Meath",32580.0
"077 Gallow, Co. Meath",32175.0
"078 Galtrim, Co. Meath",29489.0
"079 Grennanstown, Co. Meath",28187.0
"080 Hill of Down, Co. Meath",23621.0
"081 Innfield, Co. Meath",24807.0
"082 Cill Bhríde, Co. Meath",36416.0
"083 Kilcooly, Co. Meath",34936.0
"084 Kildalky, Co. Meath",29932.0
"085 Killaconnigan, Co. Meath",20800.0
"086 Killyon, Co. Meath",24709.0
"087 Laracor, Co. Meath",28460.0
"088 Rahinstown, Co. Meath",23332.0
"089 Rathmolyon, Co. Meath",30376.0
"090 An Ráth Mhór, Co. Meath",27335.0
"091 Summerhill, Co. Meath",24948.0
"092 Trim Rural (Part Urban), Co. Meath",27631.0
"001 Birr Urban, Co. Offaly",24448.0
"002 Tullamore Urban, Co. Offaly",26520.0
"003 Ballycumber, Co. Offaly",26591.0
"004 Banagher, Co. Offaly",25224.0
"005 Birr Rural, Co. Offaly",25867.0
"006 Broughal, Co. Offaly",..
"007 Cloghan, Co. Offaly",25660.0
"008 Clonmacnoise, Co. Offaly",29809.0
"009 Derrinboy, Co. Offaly",30259.0
"010 Derryad, Co. Offaly",30427.0
"011 Doon, Co. Offaly",33567.0
"012 Dromoyle, Co. Offaly",26382.0
"013 Drumcullen, Co. Offaly",31738.0
"014 Eglish, Co. Offaly",..
"015 Ferbane, Co. Offaly",27560.0
"016 Gallen, Co. Offaly",27210.0
"017 Hinds, Co. Offaly",29220.0
"018 Huntston, Co. Offaly",33819.0
"019 Kilcolman, Co. Offaly",28518.0
"020 Kilcormac, Co. Offaly",25364.0
"021 Killyon, Co. Offaly",31961.0
"022 Kinnitty, Co. Offaly",23036.0
"023 Knockbarron, Co. Offaly",30647.0
"024 Lea, Co. Offaly",28719.0
"025 Letter, Co. Offaly",..
"026 Lumcloon, Co. Offaly",28748.0
"027 Lusmagh, Co. Offaly",28737.0
"028 Mounterin, Co. Offaly",34768.0
"029 Moyclare, Co. Offaly",30756.0
"030 Seirkieran, Co. Offaly",24604.0
"031 Shannonbridge, Co. Offaly",31512.0
"032 Shannonharbour, Co. Offaly",32045.0
"033 Srah, Co. Offaly",28893.0
"035 Ballyburly, Co. Offaly",25418.0
"036 Ballymacwilliam, Co. Offaly",31348.0
"037 Bracknagh, Co. Offaly",28144.0
"038 Clonbulloge, Co. Offaly",26652.0
"039 Clonmore, Co. Offaly",19123.0
"040 Croghan, Co. Offaly",30652.0
"041 Edenderry Rural, Co. Offaly",29497.0
"042 Edenderry Urban, Co. Offaly",22871.0
"999 Esker / Ballaghassaan",31261.0
"044 Knockdrin, Co. Offaly",26270.0
"045 Monasteroris, Co. Offaly",25767.0
"046 Aghancon, Co. Offaly",24865.0
"047 Ballincor, Co. Offaly",21327.0
"048 Barna, Co. Offaly",..
"049 Cangort, Co. Offaly",..
"050 Cullenwaine, Co. Offaly",25170.0
"051 Dunkerrin, Co. Offaly",26758.0
"052 Ettagh, Co. Offaly",28812.0
"053 Gorteen, Co. Offaly",26364.0
"054 Mountheaton, Co. Offaly",27254.0
"055 Roscomroe, Co. Offaly",..
"056 Shinrone, Co. Offaly",21371.0
"057 Templeharry, Co. Offaly",23031.0
"058 Tulla, Co. Offaly",..
"059 Ballycommon, Co. Offaly",31811.0
"060 Ballyshear, Co. Offaly",27992.0
"061 Bawn, Co. Offaly",25954.0
"062 Cappancur, Co. Offaly",31733.0
"063 Clara, Co. Offaly",26964.0
"064 Clonygowan, Co. Offaly",29757.0
"065 Daingean, Co. Offaly",22894.0
"066 Derrycooley, Co. Offaly",23631.0
"067 Durrow, Co. Offaly",34179.0
"068 Geashill, Co. Offaly",29854.0
"069 Gorteen, Co. Offaly",34575.0
"070 Hammerlane, Co. Offaly",26776.0
"071 Kilclonfert, Co. Offaly",32422.0
"072 Kilcumreragh, Co. Offaly",30458.0
"073 Killeigh, Co. Offaly",31864.0
"074 Killooly, Co. Offaly",34273.0
"075 Killoughy, Co. Offaly",28757.0
"076 Mountbriscoe, Co. Offaly",27458.0
"077 O'Dempsey, Co. Offaly",29593.0
"078 Portarlington North, Co. Offaly",23301.0
"079 Rahan, Co. Offaly",29949.0
"080 Raheenakeeran, Co. Offaly",25901.0
"081 Rathfeston, Co. Offaly",25987.0
"082 Rathrobin, Co. Offaly",21640.0
"083 Screggan, Co. Offaly",31058.0
"084 Silverbrook, Co. Offaly",34245.0
"085 Tinamuck, Co. Offaly",31463.0
"086 Tinnycross, Co. Offaly",31648.0
"087 Tullamore Rural, Co. Offaly",29493.0
"001 Athlone East Urban, Co. Westmeath",25367.0
"002 Athlone West Urban, Co. Westmeath",24079.0
"003 Athlone East Rural (Part Urban), Co. Westmeath",27839.0
"004 Auburn, Co. Westmeath",34484.0
"005 Ballybroder, Co. Westmeath",23920.0
"006 Bellanalack, Co. Westmeath",29720.0
"007 Carn, Co. Westmeath",30000.0
"008 Castledaly, Co. Westmeath",30749.0
"009 Glassan, Co. Westmeath",37210.0
"010 Kilcumreragh, Co. Westmeath",28679.0
"011 Killinure, Co. Westmeath",34330.0
"012 Moate, Co. Westmeath",27791.0
"013 Mount Temple, Co. Westmeath",30956.0
"014 Moydrum (Part Urban), Co. Westmeath",35267.0
"015 Muckanagh, Co. Westmeath",34129.0
"016 Tubbrit, Co. Westmeath",31229.0
"017 Umma, Co. Westmeath",30858.0
"018 Ardnagragh, Co. Westmeath",25948.0
"019 Ballymore, Co. Westmeath",28042.0
"020 Doonis, Co. Westmeath",31671.0
"021 Drumraney, Co. Westmeath",29132.0
"022 Noughaval, Co. Westmeath",33661.0
"023 Piercetown, Co. Westmeath",..
"024 Templepatrick, Co. Westmeath",29313.0
"025 Winetown, Co. Westmeath",..
"026 Boherquill, Co. Westmeath",24377.0
"027 Coole, Co. Westmeath",33415.0
"028 Coolure, Co. Westmeath",26277.0
"029 Finnea, Co. Westmeath",20485.0
"030 Glore, Co. Westmeath",22740.0
"031 Knockarrow, Co. Westmeath",..
"032 Rathowen, Co. Westmeath",22441.0
"033 Street, Co. Westmeath",27109.0
"034 Ballinlough, Co. Westmeath",23447.0
"035 Ballyhealy, Co. Westmeath",22968.0
"036 Ballynaskeagh, Co. Westmeath",24339.0
"037 Bracklin, Co. Westmeath",31880.0
"038 Clonarney, Co. Westmeath",30839.0
"039 Collinstown, Co. Westmeath",29343.0
"040 Copperalley, Co. Westmeath",31835.0
"041 Delvin, Co. Westmeath",28037.0
"042 Faughalstown, Co. Westmeath",23111.0
"043 Fore East, Co. Westmeath",29414.0
"044 Fore West, Co. Westmeath",32050.0
"045 Hilltown, Co. Westmeath",31249.0
"046 Kilcumny, Co. Westmeath",28492.0
"047 Killua, Co. Westmeath",23314.0
"048 Killulagh, Co. Westmeath",31097.0
"049 Kilpatrick, Co. Westmeath",30981.0
"050 Kinturk, Co. Westmeath",26639.0
"051 Riverdale, Co. Westmeath",30635.0
"052 Rosmead, Co. Westmeath",29349.0
"053 Ardnaglew, Co. Westmeath",27635.0
"999 Ballinalack / Lackan",30767.0
"055 Ballykilmore, Co. Westmeath",26679.0
"056 Ballymorin, Co. Westmeath",31682.0
"057 Ballynagore, Co. Westmeath",30140.0
"058 Belvidere, Co. Westmeath",29717.0
"059 Carrick, Co. Westmeath",31709.0
"060 Castle, Co. Westmeath",38735.0
"061 Castlelost, Co. Westmeath",22074.0
"062 Castletown, Co. Westmeath",27856.0
"063 Churchtown, Co. Westmeath",33608.0
"064 Cloghan, Co. Westmeath",28625.0
"065 Clonfad, Co. Westmeath",26253.0
"066 Clonlost, Co. Westmeath",29235.0
"067 Derrymore, Co. Westmeath",34024.0
"068 Dysart, Co. Westmeath",23669.0
"069 Emper, Co. Westmeath",38797.0
"070 Enniscoffey, Co. Westmeath",32056.0
"071 Gaybrook, Co. Westmeath",29574.0
"072 Glenlough, Co. Westmeath",21485.0
"073 Greenpark, Co. Westmeath",28165.0
"074 Griffinstown, Co. Westmeath",28441.0
"075 Heathstown, Co. Westmeath",34187.0
"076 Hopestown, Co. Westmeath",33188.0
"077 Huntingdon, Co. Westmeath",28198.0
"078 Jamestown, Co. Westmeath",..
"079 Kilbeggan, Co. Westmeath",26073.0
"080 Kilbixy, Co. Westmeath",25587.0
"081 Killare, Co. Westmeath",24771.0
"082 Killucan, Co. Westmeath",24102.0
"083 Kinnegad, Co. Westmeath",23236.0
"084 Knockdrin, Co. Westmeath",32269.0
"086 Lauree, Co. Westmeath",30577.0
"087 Middleton, Co. Westmeath",32838.0
"088 Milltown, Co. Westmeath",21720.0
"089 Mullingar Rural, Co. Westmeath",27732.0
"090 Mullingar North Urban, Co. Westmeath",22233.0
"091 Mullingar South Urban, Co. Westmeath",26859.0
"092 Multyfarnham, Co. Westmeath",25910.0
"093 Newtown, Co. Westmeath",29744.0
"094 Owel, Co. Westmeath",34579.0
"095 Portloman, Co. Westmeath",30251.0
"096 Raharney, Co. Westmeath",24924.0
"097 Rahugh, Co. Westmeath",26443.0
"098 Rathconrath, Co. Westmeath",26462.0
"099 Russellstown, Co. Westmeath",30651.0
"100 Skeagh, Co. Westmeath",..
"101 Sonna, Co. Westmeath",26307.0
"102 Stonehall, Co. Westmeath",..
"103 Streamstown, Co. Westmeath",26828.0
"104 Taghmon, Co. Westmeath",26986.0
"105 Tullaghan, Co. Westmeath",30537.0
"106 Woodland, Co. Westmeath",25918.0
"001 Enniscorthy Urban, Co. Wexford",20128.0
"002 New Ross Urban, Co. Wexford",22370.0
"003 Rosbercon Urban, Co. Wexford",21333.0
"004 Wexford No. 1 Urban, Co. Wexford",23993.0
"005 Wexford No. 2 Urban, Co. Wexford",22196.0
"006 Wexford No. 3 Urban, Co. Wexford",22230.0
"007 Ballindaggan, Co. Wexford",29040.0
"008 Ballycarney, Co. Wexford",26644.0
"009 Ballyhoge, Co. Wexford",27113.0
"010 Ballyhuskard, Co. Wexford",29792.0
"011 Ballymore, Co. Wexford",24760.0
"012 Ballyvaldon, Co. Wexford",27490.0
"013 Bolaboy, Co. Wexford",29099.0
"014 Bree, Co. Wexford",32860.0
"015 Castleboro, Co. Wexford",28139.0
"016 Castledockrell, Co. Wexford",27184.0
"017 Castle Ellis, Co. Wexford",28274.0
"018 Castle Talbot, Co. Wexford",22909.0
"019 Clonroche, Co. Wexford",24658.0
"020 Edermine, Co. Wexford",27036.0
"021 Enniscorthy Rural (Part Urban), Co. Wexford",23724.0
"022 Ferns, Co. Wexford",20997.0
"023 Kilbora, Co. Wexford",27295.0
"024 Kilcormick, Co. Wexford",23683.0
"025 Killann, Co. Wexford",27136.0
"026 Kilmallock, Co. Wexford",29678.0
"027 Killoughrum, Co. Wexford",24058.0
"028 Kilrush, Co. Wexford",27139.0
"029 Kiltealy, Co. Wexford",24274.0
"030 Marshalstown, Co. Wexford",27738.0
"031 Moyacomb, Co. Wexford",29694.0
"032 Newtownbarry, Co. Wexford",22618.0
"033 Rossard, Co. Wexford",20809.0
"034 St. Mary's, Co. Wexford",25542.0
"035 The Harrow, Co. Wexford",25217.0
"036 The Leap, Co. Wexford",27062.0
"037 Tinnacross, Co. Wexford",27311.0
"038 Tombrack, Co. Wexford",27213.0
"039 Ardamine, Co. Wexford",21253.0
"040 Balloughter, Co. Wexford",24335.0
"041 Ballybeg, Co. Wexford",26525.0
"042 Ballycanew, Co. Wexford",20944.0
"043 Ballyellis, Co. Wexford",28501.0
"044 Ballygarrett, Co. Wexford",20928.0
"045 Ballylarkin, Co. Wexford",25107.0
"046 Ballynestragh, Co. Wexford",29068.0
"047 Cahore, Co. Wexford",23266.0
"048 Coolgreany, Co. Wexford",23501.0
"049 Courtown, Co. Wexford",25452.0
"050 Ford, Co. Wexford",19779.0
"051 Gorey Rural, Co. Wexford",22781.0
"052 Gorey Urban, Co. Wexford",22365.0
"053 Huntingtown, Co. Wexford",27560.0
"054 Kilcomb, Co. Wexford",25055.0
"055 Kilgorman, Co. Wexford",25974.0
"056 Killenagh, Co. Wexford",27880.0
"057 Killincooly, Co. Wexford",19161.0
"058 Kilnahue, Co. Wexford",26636.0
"059 Limerick, Co. Wexford",26257.0
"060 Monamolin, Co. Wexford",23254.0
"061 Monaseed, Co. Wexford",27591.0
"062 Rossminoge, Co. Wexford",26499.0
"063 Wells, Co. Wexford",22743.0
"064 Wingfield, Co. Wexford",24867.0
"065 Adamstown, Co. Wexford",25084.0
"066 Ballyanne, Co. Wexford",26400.0
"067 Ballyhack, Co. Wexford",24184.0
"068 Barrack Village, Co. Wexford",..
"069 Barronstown, Co. Wexford",29311.0
"070 Carnagh, Co. Wexford",26558.0
"071 Carrickbyrne, Co. Wexford",26794.0
"072 Clongeen, Co. Wexford",22560.0
"073 Clonleigh, Co. Wexford",23776.0
"074 Dunmain, Co. Wexford",31776.0
"075 Fethard, Co. Wexford",20766.0
"076 Horetown, Co. Wexford",26445.0
"077 Inch, Co. Wexford",22403.0
"078 Kilgarvan, Co. Wexford",29120.0
"079 Killesk, Co. Wexford",23886.0
"080 Kilmokea, Co. Wexford",22519.0
"081 Newbawn, Co. Wexford",27662.0
"082 New Ross Rural, Co. Wexford",26871.0
"083 Oldcourt, Co. Wexford",29140.0
"084 Old Ross, Co. Wexford",31034.0
"085 Rathroe, Co. Wexford",26000.0
"086 Rochestown, Co. Wexford",25338.0
"087 Templeludigan, Co. Wexford",29701.0
"088 Templetown, Co. Wexford",23752.0
"089 Tintern, Co. Wexford",24662.0
"090 Whitechurch, Co. Wexford",26840.0
"091 Whitemoor, Co. Wexford",28579.0
"092 Ardcavan, Co. Wexford",27920.0
"093 Ardcolm, Co. Wexford",25811.0
"094 Artramon, Co. Wexford",32200.0
"095 Aughwilliam, Co. Wexford",28586.0
"096 Ballymitty, Co. Wexford",27060.0
"097 Bannow, Co. Wexford",24881.0
"098 Bridgetown, Co. Wexford",32014.0
"099 Carrick, Co. Wexford",35794.0
"100 Drinagh, Co. Wexford",28732.0
"101 Duncormick, Co. Wexford",24852.0
"102 Forth, Co. Wexford",31751.0
"103 Glynn, Co. Wexford",..
"104 Harperstown, Co. Wexford",25156.0
"105 Harristown, Co. Wexford",27105.0
"106 Kilbride, Co. Wexford",..
"107 Kilcowan, Co. Wexford",24049.0
"108 Killag, Co. Wexford",25956.0
"109 Killinick, Co. Wexford",32393.0
"110 Killurin, Co. Wexford",32793.0
"111 Kilmore, Co. Wexford",25899.0
"112 Kilpatrick, Co. Wexford",36553.0
"113 Kilscoran, Co. Wexford",24243.0
"114 Lady's Island, Co. Wexford",19443.0
"115 Mayglass, Co. Wexford",32605.0
"116 Newcastle, Co. Wexford",27371.0
"117 Rathaspick, Co. Wexford",34150.0
"118 Rosslare, Co. Wexford",23141.0
"119 St. Helen's, Co. Wexford",25440.0
"120 Tacumshin, Co. Wexford",29729.0
"121 Taghmon, Co. Wexford",21886.0
"122 Tomhaggard, Co. Wexford",27437.0
"123 Wexford Rural (Part Urban), Co. Wexford",26012.0
"124 Whitechurch, Co. Wexford",26769.0
"001 Arklow No. 1 Urban, Co. Wicklow",23799.0
"002 Arklow No. 2 Urban, Co. Wicklow",23897.0
"003 Bray No. 1, Co. Wicklow",26924.0
"004 Bray No. 2, Co. Wicklow",29433.0
"005 Bray No. 3, Co. Wicklow",29326.0
"006 Rathmichael (Bray), Co. Wicklow",23825.0
"007 Wicklow Urban, Co. Wicklow",24970.0
"008 Ballinguile, Co. Wicklow",17315.0
"009 Baltinglass, Co. Wicklow",24632.0
"010 Blessington, Co. Wicklow",28189.0
"011 Burgage, Co. Wicklow",30647.0
"012 Donaghmore, Co. Wicklow",22096.0
"013 Donard, Co. Wicklow",18552.0
