"Proportion of households state pension was majority of household income"
"(%) by Electoral Division and Year"

" ","2016"
"061 Newcastle Upper, Co. Wicklow",11.2
"062 Oldtown, Co. Wicklow",14.7
"063 Rathdrum, Co. Wicklow",13.9
"064 Togher, Co. Wicklow",10.0
"065 Trooperstown, Co. Wicklow",13.8
"066 Wicklow Rural, Co. Wicklow",7.6
"067 Aghowle, Co. Wicklow",17.4
"068 Ballingate, Co. Wicklow",20.3
"069 Ballinglen, Co. Wicklow",14.3
"070 Ballybeg, Co. Wicklow",24.6
"071 Carnew, Co. Wicklow",20.0
"072 Coolattin, Co. Wicklow",23.0
"073 Coolballintaggart, Co. Wicklow",13.9
"074 Coolboy, Co. Wicklow",14.8
"075 Cronelea, Co. Wicklow",21.9
"076 Kilballyowen, Co. Wicklow",14.6
"077 Killinure, Co. Wicklow",16.7
"078 Kilpipe, Co. Wicklow",13.0
"079 Money, Co. Wicklow",12.8
"080 Rath, Co. Wicklow",16.5
"081 Shillelagh, Co. Wicklow",11.2
"082 Tinahely, Co. Wicklow",17.5
"001 Ennis No. 1 Urban, Co. Clare",18.6
"002 Ennis No. 2 Urban, Co. Clare",16.6
"003 Ennis No. 3 Urban, Co. Clare",28.2
"004 Ennis No. 4 Urban, Co. Clare",22.7
"005 Kilrush Urban, Co. Clare",17.4
"006 Abbey, Co. Clare",20.1
"007 Carran, Co. Clare",20.5
"009 Derreen, Co. Clare",33.3
"010 Drumcreehy, Co. Clare",21.1
"011 Gleninagh, Co. Clare",17.2
"012 Lisdoonvarna, Co. Clare",19.7
"013 Mountelva, Co. Clare",18.2
"999 Noughaval / Castletown",26.4
"015 Oughtmama, Co. Clare",15.7
"016 Rathborney, Co. Clare",15.4
"018 Boston, Co. Clare",15.7
"019 Corrofin, Co. Clare",15.3
"999 Glenroe / Ballyeighter",16.9
"021 Killinaboy, Co. Clare",12.4
"022 Kiltoraght, Co. Clare",31.0
"023 Muckanagh, Co. Clare",17.0
"024 Rath, Co. Clare",24.7
"025 Ruan, Co. Clare",14.5
"026 Clareabbey (Part Urban), Co. Clare",13.2
"027 Clenagh, Co. Clare",13.4
"028 Crusheen, Co. Clare",8.0
"029 Doora (Part Urban), Co. Clare",9.0
"030 Drumline, Co. Clare",13.0
"031 Dysert, Co. Clare",18.8
"032 Ennis Rural (Part Urban), Co. Clare",7.4
"033 Furroor, Co. Clare",21.3
"034 Kilcloher, Co. Clare",12.6
"035 Killanniv, Co. Clare",19.6
"036 Killone, Co. Clare",14.1
"037 Kilnamona, Co. Clare",12.5
"038 Kilraghtis, Co. Clare",13.2
"039 Kinturk, Co. Clare",17.6
"040 Newmarket, Co. Clare",16.4
"041 Sixmilebridge, Co. Clare",10.3
"042 Spancelhill (Part Urban), Co. Clare",13.4
"043 Templemaley, Co. Clare",10.0
"044 Tomfinlough, Co. Clare",12.8
"045 Urlan, Co. Clare",13.0
"046 Annagh, Co. Clare",19.6
"047 Ballagh, Co. Clare",24.4
"048 Ballyea, Co. Clare",17.8
"049 Ballysteen, Co. Clare",21.6
"050 Ballyvaskin, Co. Clare",16.7
"051 Cloghaun, Co. Clare",27.4
"052 Cloonanaha, Co. Clare",20.4
"053 Clooney, Co. Clare",29.5
"054 Ennistimon, Co. Clare",16.3
"055 Formoyle, Co. Clare",17.3
"056 Kilfenora, Co. Clare",21.0
"057 Killaspuglonane, Co. Clare",15.5
"058 Killilagh, Co. Clare",12.9
"059 Kilshanny, Co. Clare",19.2
"060 Liscannor, Co. Clare",23.4
"061 Lurraga, Co. Clare",18.9
"062 Magherareagh, Co. Clare",19.5
"063 Milltown Malbay, Co. Clare",20.2
"064 Moy, Co. Clare",18.4
"065 Smithstown, Co. Clare",13.0
"066 Ballynacally, Co. Clare",18.1
"067 Clondagad, Co. Clare",16.7
"068 Coolmeen, Co. Clare",25.3
"069 Kilchreest, Co. Clare",18.5
"070 Kilfiddane, Co. Clare",17.9
"071 Killadysert, Co. Clare",22.1
"072 Killofin, Co. Clare",28.0
"073 Kilmurry, Co. Clare",20.4
"074 Liscasey, Co. Clare",19.3
"075 Lisheen, Co. Clare",13.2
"076 Rinealon, Co. Clare",29.7
"077 Cahermurphy, Co. Clare",21.3
"078 Cloonadrum, Co. Clare",20.0
"079 Clooncoorha, Co. Clare",28.0
"080 Cooraclare, Co. Clare",28.0
"081 Creegh, Co. Clare",23.2
"082 Doonbeg, Co. Clare",19.4
"083 Drumellihy, Co. Clare",23.8
"084 Einagh, Co. Clare",22.9
"085 Glenmore, Co. Clare",16.3
"086 Kilballyowen, Co. Clare",29.8
"087 Kilfearagh, Co. Clare",18.7
"088 Kilkee, Co. Clare",28.6
"089 Killard, Co. Clare",20.4
"090 Killimer, Co. Clare",19.2
"091 Kilmihil, Co. Clare",21.7
"092 Kilmurry, Co. Clare",20.8
"093 Kilrush Rural, Co. Clare",14.3
"094 Knock, Co. Clare",25.6
"095 Knocknaboley, Co. Clare",27.1
"096 Knocknagore, Co. Clare",22.1
"097 Moveen, Co. Clare",21.9
"098 Moyarta, Co. Clare",30.1
"099 Mullagh, Co. Clare",28.2
"100 Querrin, Co. Clare",18.6
"101 Rahona, Co. Clare",20.0
"102 St. Martin's, Co. Clare",21.2
"103 Tullig, Co. Clare",31.8
"104 Tullycreen, Co. Clare",13.5
"105 Ballycannan, Co. Clare",7.3
"106 Ballyglass, Co. Clare",10.6
"107 Cappavilla, Co. Clare",9.7
"108 Castlecrine, Co. Clare",6.9
"109 Cloghera, Co. Clare",12.1
"110 Cloontra, Co. Clare",12.7
"111 Cratloe, Co. Clare",13.0
"112 Fahymore, Co. Clare",7.0
"113 Killeely, Co. Clare",11.8
"114 Killokennedy, Co. Clare",8.9
"115 Kilseily, Co. Clare",16.2
"116 Kiltenanlea, Co. Clare",10.7
"117 Lackareagh, Co. Clare",14.3
"118 Mountievers, Co. Clare",11.2
"119 O'Briensbridge, Co. Clare",13.7
"120 Ayle, Co. Clare",17.6
"121 Boherglass, Co. Clare",9.8
"122 Caherhurley, Co. Clare",19.4
"124 Cappaghabaun, Co. Clare",13.7
"125 Carrowbaun, Co. Clare",10.0
"126 Cloonusker, Co. Clare",18.8
"127 Coolreagh, Co. Clare",14.3
"999 Corlea / Cahermurphy",20.0
"129 Derrynagittagh, Co. Clare",17.0
"130 Drummaan, Co. Clare",16.7
"131 Feakle, Co. Clare",19.2
"999 Inishcaltra North / Inishcaltra South",15.5
"134 Killaloe, Co. Clare",13.9
"135 Mountshannon, Co. Clare",11.7
"136 Ogonnelloe, Co. Clare",14.7
"137 Scarriff, Co. Clare",20.8
"138 Ballyblood, Co. Clare",23.1
"139 Ballynahinch, Co. Clare",22.2
"140 Caher, Co. Clare",8.0
"141 Clooney, Co. Clare",13.5
"142 Dangan, Co. Clare",15.4
"143 Glendree, Co. Clare",15.2
"144 Kilkishen, Co. Clare",12.3
"145 Killanena, Co. Clare",27.7
"146 Killuran, Co. Clare",16.2
"147 Kiltannon, Co. Clare",12.5
"148 Kyle, Co. Clare",19.8
"149 Loughea, Co. Clare",16.1
"150 Newgrove, Co. Clare",18.7
"151 Quin, Co. Clare",9.5
"152 Rathclooney, Co. Clare",10.2
"153 Rossroe, Co. Clare",9.6
"154 Toberbreeda, Co. Clare",20.6
"155 Tulla, Co. Clare",13.8
"001 Ballinlough A, Cork City",19.8
"002 Ballinlough B, Cork City",15.8
"003 Ballinlough C, Cork City",17.3
"004 Ballyphehane A, Cork City",23.2
"005 Ballyphehane B, Cork City",25.5
"006 Bishopstown A, Cork City",6.7
"007 Bishopstown B, Cork City",20.8
"008 Bishopstown C, Cork City",14.7
"009 Bishopstown D, Cork City",13.7
"010 Bishopstown E, Cork City",17.6
"011 Blackpool A, Cork City",19.6
"012 Blackpool B, Cork City",10.1
"013 Browningstown, Cork City",18.6
"014 Centre A, Cork City",1.8
"015 Centre B, Cork City",7.1
"016 Churchfield, Cork City",19.8
"017 City Hall A, Cork City",9.2
"018 City Hall B, Cork City",13.2
"019 Commons, Cork City",13.1
"020 Evergreen, Cork City",12.7
"021 Fair Hill A, Cork City",23.6
"022 Fair Hill B, Cork City",37.3
"023 Fair Hill C, Cork City",14.1
"024 Farranferris A, Cork City",18.5
"025 Farranferris B, Cork City",21.5
"026 Farranferris C, Cork City",22.8
"027 Gillabbey A, Cork City",6.8
"028 Gillabbey B, Cork City",26.9
"029 Gillabbey C, Cork City",5.8
"030 Glasheen A, Cork City",11.3
"031 Glasheen B, Cork City",13.4
"032 Glasheen C, Cork City",25.9
"033 Greenmount, Cork City",15.8
"034 Gurranebraher A, Cork City",25.8
"035 Gurranebraher B, Cork City",29.5
"036 Gurranebraher C, Cork City",22.2
"037 Gurranebraher D, Cork City",20.7
"038 Gurranebraher E, Cork City",21.9
"039 Knocknaheeny, Cork City",13.2
"040 Knockrea A, Cork City",8.4
"041 Knockrea B, Cork City",8.4
"042 Mahon A, Cork City",12.4
"043 Mahon B, Cork City",7.5
"044 Mahon C, Cork City",18.7
"045 Mardyke, Cork City",6.1
"046 Mayfield, Cork City",18.3
"047 Montenotte A, Cork City",16.4
"048 Montenotte B, Cork City",24.5
"049 Pouladuff A, Cork City",26.8
"050 Pouladuff B, Cork City",22.3
"051 St. Patrick's A, Cork City",5.6
"052 St. Patrick's B, Cork City",6.2
"053 St. Patrick's C, Cork City",12.9
"054 Shanakiel, Cork City",8.2
"055 Shandon A, Cork City",8.8
"056 Shandon B, Cork City",10.7
"057 South Gate A, Cork City",4.1
"058 South Gate B, Cork City",12.7
"059 Sundays Well A, Cork City",11.5
"060 Sundays Well B, Cork City",9.5
"061 The Glen A, Cork City",18.9
"062 The Glen B, Cork City",18.5
"063 The Lough, Cork City",17.9
"064 Tivoli A, Cork City",7.5
"065 Tivoli B, Cork City",16.7
"066 Togher A, Cork City",23.3
"067 Togher B, Cork City",31.8
"068 Tramore A, Cork City",5.1
"069 Tramore B, Cork City",13.0
"070 Tramore C, Cork City",11.1
"071 Turners Cross A, Cork City",17.3
"072 Turners Cross B, Cork City",22.2
"073 Turners Cross C, Cork City",18.4
"074 Turners Cross D, Cork City",26.2
"001 Clonakilty Urban, Co. Cork",12.4
"002 Cobh Urban, Co. Cork",16.3
"003 Fermoy Urban, Co. Cork",16.6
"004 Kinsale Urban, Co. Cork",17.1
"005 Macroom Urban, Co. Cork",12.0
"006 Mallow North Urban, Co. Cork",10.5
"007 Mallow South Urban, Co. Cork",20.5
"008 Midleton Urban, Co. Cork",16.4
"009 Skibbereen Urban, Co. Cork",17.1
"010 Youghal Urban, Co. Cork",16.8
"011 Ballinadee, Co. Cork",10.7
"012 Ballygroman, Co. Cork",7.3
"013 Ballymodan, Co. Cork",13.2
"014 Ballymurphy, Co. Cork",8.8
"015 Bandon, Co. Cork",15.6
"016 Baurleigh, Co. Cork",13.8
"017 Bengour, Co. Cork",16.5
"018 Boulteen, Co. Cork",11.9
"019 Brinny, Co. Cork",12.4
"020 Cashel, Co. Cork",9.8
"021 Inishannon, Co. Cork",11.4
"022 Kilbonane, Co. Cork",6.3
"023 Kilbrittain, Co. Cork",14.7
"024 Kilbrogan, Co. Cork",9.2
"025 Knockavilly, Co. Cork",10.3
"026 Knockroe, Co. Cork",12.4
"027 Moviddy, Co. Cork",12.2
"028 Murragh, Co. Cork",15.3
"029 Rathclarin, Co. Cork",14.0
"030 Teadies, Co. Cork",18.6
"031 Templemartin, Co. Cork",15.1
"032 Ahil, Co. Cork",29.6
"999 Bantry Rural / Whiddy",17.3
"034 Bantry Urban, Co. Cork",18.0
"035 Douce, Co. Cork",19.1
"036 Durrus East, Co. Cork",15.6
"037 Durrus West, Co. Cork",21.8
"038 Glanlough, Co. Cork",24.1
"039 Glengarriff, Co. Cork",18.4
"040 Kealkill, Co. Cork",19.3
"041 Kilcaskan, Co. Cork",21.7
"042 Mealagh, Co. Cork",18.5
"043 Scart, Co. Cork",20.9
"044 Seefin, Co. Cork",18.2
"045 Sheepshead, Co. Cork",20.6
"047 Adrigole, Co. Cork",26.3
"048 Bear, Co. Cork",26.0
"049 Coulagh, Co. Cork",21.5
"050 Curryglass, Co. Cork",15.1
"051 Kilcatherine, Co. Cork",19.7
"052 Killaconenagh, Co. Cork",14.8
"053 Kilnamanagh, Co. Cork",26.6
"054 Abbeymahon, Co. Cork",17.6
"055 Ardfield, Co. Cork",15.6
"056 Argideen, Co. Cork",20.0
"057 Butlerstown, Co. Cork",22.3
"058 Cahermore, Co. Cork",17.0
"059 Castleventry, Co. Cork",13.5
"060 Clonakilty Rural, Co. Cork",10.1
"061 Coolcraheen, Co. Cork",16.4
"062 Courtmacsherry, Co. Cork",12.1
"063 Derry, Co. Cork",16.0
"064 Kilkerranmore, Co. Cork",19.7
"065 Kilmaloda East, Co. Cork",6.8
"066 Kilmaloda West, Co. Cork",20.0
"067 Kilmoylerane, Co. Cork",16.8
"068 Kilnagross, Co. Cork",16.6
"069 Knocks, Co. Cork",20.6
"070 Rathbarry, Co. Cork",13.7
"071 Rosscarbery, Co. Cork",17.5
"072 Rossmore, Co. Cork",16.4
"073 Templeomalus, Co. Cork",12.9
"074 Timoleague, Co. Cork",19.8
"075 Ballincollig, Co. Cork",8.7
"076 Ballygarvan, Co. Cork",9.7
"077 Ballynaglogh, Co. Cork",15.3
"078 Bishopstown (Part Rural), Co. Cork",8.7
"079 Blackpool, Co. Cork",12.3
"080 Blarney, Co. Cork",12.5
"081 Caherlag, Co. Cork",7.7
"082 Carrigaline, Co. Cork",8.1
"083 Carrignavar, Co. Cork",10.7
"084 Carrigrohane Beg, Co. Cork",12.2
"085 Cobh Rural, Co. Cork",9.2
"086 Douglas, Co. Cork",7.3
"087 Dripsey, Co. Cork",12.2
"088 Dunderrow, Co. Cork",7.6
"089 Firmount, Co. Cork",8.9
"090 Glenville, Co. Cork",9.8
"091 Greenfort, Co. Cork",11.5
"092 Inishkenny, Co. Cork",5.4
"093 Killeagh, Co. Cork",14.4
"094 Knockantota, Co. Cork",8.5
"095 Knockraha, Co. Cork",6.4
"096 Lehenagh, Co. Cork",7.2
"097 Matehy, Co. Cork",8.7
"098 Monkstown Rural, Co. Cork",8.6
"099 Monkstown Urban, Co. Cork",10.8
"100 Ovens, Co. Cork",4.7
"101 Rathcooney (Part Rural), Co. Cork",10.3
"102 Riverstown, Co. Cork",7.8
"103 St. Mary's (Part Rural), Co. Cork",7.1
"104 Whitechurch, Co. Cork",8.6
"105 Aultagh, Co. Cork",20.8
"106 Ballingurteen, Co. Cork",16.7
"107 Ballymoney, Co. Cork",17.0
"108 Béal Átha an Ghaorthaidh, Co. Cork",20.4
"109 Bealock, Co. Cork",20.8
"110 Carrigboy, Co. Cork",16.6
"111 Castletown, Co. Cork",14.1
"112 Coolmountain, Co. Cork",11.6
"113 Drinagh, Co. Cork",22.7
"114 Dunmanway North, Co. Cork",17.1
"115 Dunmanway South, Co. Cork",17.9
"116 Garrown, Co. Cork",11.8
"117 Kinneigh, Co. Cork",18.5
"118 Manch, Co. Cork",16.8
"119 Milane, Co. Cork",24.6
"120 Teerelton, Co. Cork",16.1
"121 Aghern, Co. Cork",10.0
"122 Ballyhooly, Co. Cork",12.2
"123 Ballynoe, Co. Cork",13.2
"124 Carrig, Co. Cork",8.3
"125 Castlecooke, Co. Cork",16.7
"126 Castle Hyde, Co. Cork",13.9
"127 Castlelyons, Co. Cork",12.2
"128 Castletownroche, Co. Cork",20.1
"129 Coole, Co. Cork",10.4
"130 Curraglass, Co. Cork",14.6
"131 Fermoy Rural, Co. Cork",11.2
"132 Glanworth East, Co. Cork",16.8
"133 Glanworth West, Co. Cork",13.8
"134 Gortnaskehy, Co. Cork",16.3
"135 Gortroe, Co. Cork",11.5
"136 Kilcor, Co. Cork",23.5
"137 Kilcummer, Co. Cork",9.8
"138 Kildinan, Co. Cork",12.4
"139 Killathy, Co. Cork",14.1
"140 Kilworth, Co. Cork",14.0
"141 Knockmourne, Co. Cork",15.9
"142 Leitrim, Co. Cork",11.5
"143 Rathcormack, Co. Cork",5.5
"144 Watergrasshill, Co. Cork",4.7
"145 Allow, Co. Cork",16.2
"146 Ballyhoolahan, Co. Cork",23.2
"147 Banteer, Co. Cork",16.2
"148 Barleyhill, Co. Cork",24.5
"149 Barnacurra, Co. Cork",11.8
"150 Bawncross, Co. Cork",15.7
"151 Boherboy, Co. Cork",18.0
"152 Castlecor, Co. Cork",11.5
"153 Castlemagner, Co. Cork",6.8
"154 Clonfert East, Co. Cork",25.6
"155 Clonfert West, Co. Cork",26.2
"156 Clonmeen, Co. Cork",14.0
"157 Coolclogh, Co. Cork",11.4
"158 Dromina, Co. Cork",14.0
"159 Glenlara, Co. Cork",10.6
"160 Gortmore, Co. Cork",12.3
"161 Greenane, Co. Cork",16.3
"162 Kanturk, Co. Cork",15.5
"163 Kilbrin, Co. Cork",11.5
"164 Kilmeen, Co. Cork",16.5
"165 Knockatooan, Co. Cork",27.1
"166 Knocktemple, Co. Cork",18.8
"167 Meens, Co. Cork",27.5
"168 Milford, Co. Cork",16.2
"169 Nad, Co. Cork",18.2
"170 Newmarket, Co. Cork",21.4
"171 Newtown, Co. Cork",14.3
"172 Roskeen, Co. Cork",18.1
"173 Rosnalee, Co. Cork",16.5
"174 Rowls, Co. Cork",29.0
"175 Tincoora, Co. Cork",15.2
"176 Tullylease, Co. Cork",21.6
"177 Williamstown, Co. Cork",21.2
"178 Ballinspittle, Co. Cork",15.7
"179 Ballyfeard, Co. Cork",14.1
"180 Ballyfoyle, Co. Cork",12.5
"181 Ballymackean, Co. Cork",17.6
"182 Ballymartle, Co. Cork",9.9
"183 Carrigaline, Co. Cork",11.7
"184 Coolmain, Co. Cork",14.0
"185 Cullen, Co. Cork",10.1
"186 Farranbrien, Co. Cork",8.5
"187 Kilmonoge, Co. Cork",7.1
"188 Kilpatrick, Co. Cork",7.7
"189 Kinsale Rural, Co. Cork",9.3
"190 Kinure, Co. Cork",8.3
"191 Laherne, Co. Cork",12.5
"192 Leighmoney, Co. Cork",11.4
"193 Liscleary, Co. Cork",6.9
"194 Nohaval, Co. Cork",12.7
"195 Templebreedy, Co. Cork",12.8
"196 Templemichael, Co. Cork",11.6
"197 Aghinagh, Co. Cork",9.9
"198 Aglish, Co. Cork",12.1
"199 Béal Átha an Ghaorthaidh (Bealanageary), Co. Cork",17.8
"200 Ceann Droma, Co. Cork",12.0
"201 Cannaway, Co. Cork",13.0
"202 Claonráth, Co. Cork",17.3
"203 Clondrohid, Co. Cork",15.7
"204 Clonmoyle, Co. Cork",14.0
"205 Doire Fhínín, Co. Cork",17.5
"206 Gort na Tiobratan, Co. Cork",18.6
"207 Gowlane, Co. Cork",10.9
"208 Greenville, Co. Cork",14.6
"209 Inchigeelagh, Co. Cork",13.8
"210 Kilberrihert, Co. Cork",12.7
"211 Kilcullen, Co. Cork",13.1
"212 Cill na Martra, Co. Cork",11.6
"213 Macloneigh, Co. Cork",15.8
"214 Magourney, Co. Cork",14.2
"215 Mashanaglass, Co. Cork",18.9
"216 Mountrivers, Co. Cork",14.6
"217 Rahalisk, Co. Cork",14.9
"218 An Sliabh Riabhach, Co. Cork",15.9
"219 Na hUláin, Co. Cork",16.3
"220 Warrenscourt, Co. Cork",13.1
"221 Ardskeagh, Co. Cork",14.8
"222 Ballyclogh, Co. Cork",14.8
"223 Ballynamona, Co. Cork",16.1
"224 Buttevant, Co. Cork",18.1
"225 Caherduggan, Co. Cork",12.4
"226 Carrig, Co. Cork",18.2
"227 Churchtown, Co. Cork",15.6
"228 Clenor, Co. Cork",16.0
"229 Doneraile, Co. Cork",17.4
"230 Dromore, Co. Cork",10.3
"231 Imphrick, Co. Cork",18.4
"232 Kilmaclenine, Co. Cork",15.3
"233 Kilshannig, Co. Cork",15.1
"234 Liscarroll, Co. Cork",20.7
"235 Mallow Rural, Co. Cork",9.2
"236 Milltown, Co. Cork",17.7
"237 Monanimy, Co. Cork",15.2
"238 Rahan, Co. Cork",12.8
"239 Rathluirc, Co. Cork",16.3
"240 Shanballymore, Co. Cork",16.0
"241 Skahanagh, Co. Cork",16.9
"242 Springfort, Co. Cork",18.0
"243 Streamhill, Co. Cork",13.9
"244 Templemary, Co. Cork",14.5
"245 Wallstown, Co. Cork",14.8
"246 Ballintemple, Co. Cork",17.7
"247 Ballycottin, Co. Cork",15.5
"248 Ballyspillane, Co. Cork",15.4
"249 Carrigtohill, Co. Cork",7.7
"250 Castlemartyr, Co. Cork",13.9
"251 Clonmult, Co. Cork",9.8
"252 Cloyne, Co. Cork",9.6
"253 Corkbeg, Co. Cork",9.9
"254 Dangan, Co. Cork",5.5
"255 Dungourney, Co. Cork",8.1
"256 Garryvoe, Co. Cork",11.8
"257 Ightermurragh, Co. Cork",10.0
"258 Inch, Co. Cork",11.0
"259 Lisgoold, Co. Cork",12.4
"260 Midleton Rural, Co. Cork",7.7
"261 Mogeely, Co. Cork",11.4
"262 Rostellan, Co. Cork",8.5
"263 Templebodan, Co. Cork",12.0
"264 Templenacarriga, Co. Cork",13.8
"265 Caherbarnagh, Co. Cork",21.9
"266 Coomlogane, Co. Cork",20.2
"267 Crinnaloo, Co. Cork",21.1
"268 Cullen, Co. Cork",21.1
"269 Derragh, Co. Cork",21.3
"270 Doonasleen, Co. Cork",14.8
"271 Drishane, Co. Cork",14.4
"272 Keale, Co. Cork",19.8
"273 Kilcorney, Co. Cork",16.8
"274 Knocknagree, Co. Cork",21.1
"275 Rathcool, Co. Cork",16.8
"276 Skagh, Co. Cork",17.5
"277 Ballyarthur, Co. Cork",17.0
"278 Derryvillane, Co. Cork",19.3
"279 Farahy, Co. Cork",16.1
"280 Kildorrery, Co. Cork",11.2
"281 Kilgullane, Co. Cork",9.8
"282 Kilphelan, Co. Cork",16.7
"283 Marshalstown, Co. Cork",13.2
"284 Mitchelstown, Co. Cork",19.4
"285 Templemolaga, Co. Cork",18.3
"286 Aghadown North, Co. Cork",25.2
"287 Aghadown South, Co. Cork",17.7
"288 Bredagh, Co. Cork",20.4
"289 Caheragh, Co. Cork",20.0
"290 Cléire, Co. Cork",19.1
"291 Carrigbaun, Co. Cork",23.5
"292 Castlehaven North, Co. Cork",19.6
"293 Castlehaven South, Co. Cork",18.7
"294 Cloghdonnell, Co. Cork",19.0
"295 Cloonkeen, Co. Cork",23.3
"296 Drinagh, Co. Cork",15.7
"297 Dromdaleague North, Co. Cork",15.4
"298 Dromdaleague South, Co. Cork",19.3
"299 Garranes, Co. Cork",20.2
"300 Gortnascreeny, Co. Cork",19.3
"301 Kilfaughnabeg, Co. Cork",22.6
"302 Killeenleagh, Co. Cork",18.5
"303 Knockskagh, Co. Cork",16.0
"304 Myross, Co. Cork",15.6
"305 Shreelane, Co. Cork",12.9
"306 Skibbereen Rural, Co. Cork",19.5
"307 Tullagh, Co. Cork",14.5
"308 Woodfort, Co. Cork",28.0
"309 Ballybane, Co. Cork",21.6
"310 Ballydehob, Co. Cork",20.3
"311 Coolagh, Co. Cork",23.3
"312 Crookhaven, Co. Cork",28.9
"313 Dunbeacon, Co. Cork",18.1
"314 Dunmanus, Co. Cork",14.6
"315 Goleen, Co. Cork",31.6
"316 Kilcoe, Co. Cork",26.4
"317 Lowertown, Co. Cork",13.6
"318 Skull, Co. Cork",18.0
"319 Toormore, Co. Cork",29.7
"320 Ardagh, Co. Cork",14.9
"321 Clonpriest, Co. Cork",15.3
"322 Kilcronat, Co. Cork",18.6
"323 Killeagh, Co. Cork",12.6
"324 Kilmacdonogh, Co. Cork",17.0
"325 Youghal Rural (Part Rural), Co. Cork",12.5
"001 Killarney Urban, Co. Kerry",13.9
"002 Listowel Urban, Co. Kerry",15.9
"003 Tralee Urban, Co. Kerry",18.8
"004 Na Beathacha, Co. Kerry",18.1
"005 Baile an Sceilg, Co. Kerry",22.5
"006 An Baile Breac, Co. Kerry",24.2
"007 Caher, Co. Kerry",22.1
"008 Cathair Dónall, Co. Kerry",19.1
"999 Ceannúigh / Máistir Gaoithe",25.6
"010 Castlequin, Co. Kerry",18.9
"012 Curraghbeg, Co. Kerry",11.1
"013 Doire Fhíonáin, Co. Kerry",22.9
"999 Doire Ianna / Cloon",30.9
"015 An tImleach, Co. Kerry",20.7
"016 Glanbehy, Co. Kerry",19.7
"017 Killinane, Co. Kerry",23.8
"018 Lickeen, Co. Kerry",9.4
"019 Loch Luíoch, Co. Kerry",26.1
"021 Maum, Co. Kerry",18.0
"022 Portmagee, Co. Kerry",19.7
"023 Toghroinn Fhíonáin, Co. Kerry",23.2
"024 Teeranearagh, Co. Kerry",15.4
"025 Valencia, Co. Kerry",16.4
"026 Ballinvoher, Co. Kerry",19.5
"027 An Baile Dubh, Co. Kerry",9.5
"028 Ballynacourty, Co. Kerry",20.5
"029 Cé Bhréanainn, Co. Kerry",17.6
"030 Castlegregory, Co. Kerry",19.4
"031 An Clochán, Co. Kerry",14.3
"032 Deelis, Co. Kerry",20.5
"033 An Daingean, Co. Kerry",13.5
"034 Dún Chaoin, Co. Kerry",15.4
"035 Dún Urlann, Co. Kerry",15.4
"036 Na Gleannta, Co. Kerry",12.8
"037 Inch, Co. Kerry",32.7
"038 Cill Maoilchéadair, Co. Kerry",18.2
"039 Cill Chuáin, Co. Kerry",14.3
"040 Cinn Aird, Co. Kerry",19.1
"041 Lack, Co. Kerry",15.8
"042 Márthain, Co. Kerry",16.1
"043 An Mhin Aird, Co. Kerry",14.5
"044 An Sráidbhaile, Co. Kerry",16.0
"045 Ceann Trá, Co. Kerry",16.8
"046 Ardea, Co. Kerry",20.8
"047 Banawn, Co. Kerry",13.8
"048 Cappagh, Co. Kerry",18.1
"049 Castlecove, Co. Kerry",23.2
"050 Dawros, Co. Kerry",14.8
"051 Dromore, Co. Kerry",18.6
"052 Glanlee, Co. Kerry",22.6
"053 Glanlough, Co. Kerry",22.0
"054 Glanmore, Co. Kerry",22.4
"055 Greenane, Co. Kerry",21.6
"056 Kenmare, Co. Kerry",14.2
"057 Kilgarvan, Co. Kerry",21.4
"058 Loughbrin, Co. Kerry",36.4
"059 Reen, Co. Kerry",22.2
"060 Sneem, Co. Kerry",22.4
"061 Tahilla, Co. Kerry",26.3
"062 Aghadoe, Co. Kerry",14.8
"063 Aglish, Co. Kerry",11.6
"064 Ballyhar, Co. Kerry",9.1
"065 Brewsterfield, Co. Kerry",8.0
"066 Caragh, Co. Kerry",18.7
"067 Churchtown, Co. Kerry",18.2
"068 Clydagh, Co. Kerry",20.0
"069 Coolies, Co. Kerry",10.1
"070 Coom, Co. Kerry",16.2
"071 Curraghmore, Co. Kerry",18.3
"072 Currans, Co. Kerry",19.2
"073 Doocarrig, Co. Kerry",15.1
"074 Dromin, Co. Kerry",13.2
"075 Dunloe, Co. Kerry",13.6
"076 Flesk, Co. Kerry",13.6
"077 Headfort, Co. Kerry",11.5
"078 Kilbonane, Co. Kerry",13.2
"079 Kilcummin, Co. Kerry",12.4
"080 Kilfelim, Co. Kerry",15.3
"081 Kilgobnet, Co. Kerry",15.4
"082 Killarney Rural (Part Urban), Co. Kerry",10.3
"083 Killeentierna, Co. Kerry",13.2
"084 Killorglin, Co. Kerry",16.7
"085 Kilnanare, Co. Kerry",19.3
"086 Knocknahoe, Co. Kerry",14.0
"087 Lahard, Co. Kerry",10.0
"088 Milltown, Co. Kerry",11.6
"089 Molahiffe, Co. Kerry",11.9
"090 Muckross (Part Urban), Co. Kerry",12.1
"091 Rathmore, Co. Kerry",14.6
"092 Rockfield, Co. Kerry",14.5
"093 Ardagh, Co. Kerry",18.6
"094 Astee, Co. Kerry",22.0
"095 Ballincloher, Co. Kerry",18.9
"096 Ballyconry, Co. Kerry",28.4
"097 Ballyduff, Co. Kerry",21.2
"098 Ballyegan, Co. Kerry",24.4
"099 Ballyhorgan, Co. Kerry",17.5
"100 Beal, Co. Kerry",18.9
