"Proportion of households working age social welfare was majority of"
"household income (%) by Electoral Division and Year"

" ","2016"
"060 Newcastle Lower, Co. Wicklow",8.8
"061 Newcastle Upper, Co. Wicklow",10.7
"062 Oldtown, Co. Wicklow",4.9
"063 Rathdrum, Co. Wicklow",16.9
"064 Togher, Co. Wicklow",12.3
"065 Trooperstown, Co. Wicklow",6.4
"066 Wicklow Rural, Co. Wicklow",14.7
"067 Aghowle, Co. Wicklow",22.1
"068 Ballingate, Co. Wicklow",14.2
"069 Ballinglen, Co. Wicklow",4.3
"070 Ballybeg, Co. Wicklow",8.8
"071 Carnew, Co. Wicklow",22.2
"072 Coolattin, Co. Wicklow",6.9
"073 Coolballintaggart, Co. Wicklow",12.7
"074 Coolboy, Co. Wicklow",14.8
"075 Cronelea, Co. Wicklow",3.1
"076 Kilballyowen, Co. Wicklow",9.8
"077 Killinure, Co. Wicklow",16.7
"078 Kilpipe, Co. Wicklow",10.3
"079 Money, Co. Wicklow",14.9
"080 Rath, Co. Wicklow",7.2
"081 Shillelagh, Co. Wicklow",19.4
"082 Tinahely, Co. Wicklow",14.7
"001 Ennis No. 1 Urban, Co. Clare",22.0
"002 Ennis No. 2 Urban, Co. Clare",34.6
"003 Ennis No. 3 Urban, Co. Clare",7.1
"004 Ennis No. 4 Urban, Co. Clare",18.9
"005 Kilrush Urban, Co. Clare",31.2
"006 Abbey, Co. Clare",11.5
"007 Carran, Co. Clare",7.7
"009 Derreen, Co. Clare",8.9
"010 Drumcreehy, Co. Clare",9.6
"011 Gleninagh, Co. Clare",12.1
"012 Lisdoonvarna, Co. Clare",20.1
"013 Mountelva, Co. Clare",9.1
"999 Noughaval / Castletown",11.1
"015 Oughtmama, Co. Clare",3.9
"016 Rathborney, Co. Clare",3.8
"018 Boston, Co. Clare",12.2
"019 Corrofin, Co. Clare",14.9
"999 Glenroe / Ballyeighter",14.1
"021 Killinaboy, Co. Clare",10.7
"022 Kiltoraght, Co. Clare",12.7
"023 Muckanagh, Co. Clare",12.5
"024 Rath, Co. Clare",10.3
"025 Ruan, Co. Clare",16.0
"026 Clareabbey (Part Urban), Co. Clare",11.3
"027 Clenagh, Co. Clare",12.7
"028 Crusheen, Co. Clare",9.2
"029 Doora (Part Urban), Co. Clare",6.0
"030 Drumline, Co. Clare",4.3
"031 Dysert, Co. Clare",13.4
"032 Ennis Rural (Part Urban), Co. Clare",14.1
"033 Furroor, Co. Clare",10.6
"034 Kilcloher, Co. Clare",8.3
"035 Killanniv, Co. Clare",8.7
"036 Killone, Co. Clare",3.7
"037 Kilnamona, Co. Clare",3.8
"038 Kilraghtis, Co. Clare",5.0
"039 Kinturk, Co. Clare",12.7
"040 Newmarket, Co. Clare",12.5
"041 Sixmilebridge, Co. Clare",10.4
"042 Spancelhill (Part Urban), Co. Clare",4.2
"043 Templemaley, Co. Clare",6.6
"044 Tomfinlough, Co. Clare",2.7
"045 Urlan, Co. Clare",5.0
"046 Annagh, Co. Clare",15.5
"047 Ballagh, Co. Clare",9.0
"048 Ballyea, Co. Clare",16.0
"049 Ballysteen, Co. Clare",8.2
"050 Ballyvaskin, Co. Clare",12.7
"051 Cloghaun, Co. Clare",13.7
"052 Cloonanaha, Co. Clare",11.2
"053 Clooney, Co. Clare",11.6
"054 Ennistimon, Co. Clare",20.0
"055 Formoyle, Co. Clare",10.7
"056 Kilfenora, Co. Clare",22.2
"057 Killaspuglonane, Co. Clare",14.5
"058 Killilagh, Co. Clare",12.4
"059 Kilshanny, Co. Clare",11.5
"060 Liscannor, Co. Clare",8.0
"061 Lurraga, Co. Clare",15.8
"062 Magherareagh, Co. Clare",11.5
"063 Milltown Malbay, Co. Clare",17.5
"064 Moy, Co. Clare",12.7
"065 Smithstown, Co. Clare",13.0
"066 Ballynacally, Co. Clare",16.9
"067 Clondagad, Co. Clare",6.5
"068 Coolmeen, Co. Clare",9.2
"069 Kilchreest, Co. Clare",9.3
"070 Kilfiddane, Co. Clare",10.6
"071 Killadysert, Co. Clare",11.6
"072 Killofin, Co. Clare",12.7
"073 Kilmurry, Co. Clare",16.5
"074 Liscasey, Co. Clare",9.1
"075 Lisheen, Co. Clare",7.6
"076 Rinealon, Co. Clare",4.1
"077 Cahermurphy, Co. Clare",11.3
"078 Cloonadrum, Co. Clare",21.2
"079 Clooncoorha, Co. Clare",2.4
"080 Cooraclare, Co. Clare",6.5
"081 Creegh, Co. Clare",5.8
"082 Doonbeg, Co. Clare",16.7
"083 Drumellihy, Co. Clare",15.0
"084 Einagh, Co. Clare",11.9
"085 Glenmore, Co. Clare",14.7
"086 Kilballyowen, Co. Clare",18.1
"087 Kilfearagh, Co. Clare",27.3
"088 Kilkee, Co. Clare",28.4
"089 Killard, Co. Clare",14.6
"090 Killimer, Co. Clare",8.4
"091 Kilmihil, Co. Clare",18.2
"092 Kilmurry, Co. Clare",15.5
"093 Kilrush Rural, Co. Clare",12.7
"094 Knock, Co. Clare",9.3
"095 Knocknaboley, Co. Clare",15.0
"096 Knocknagore, Co. Clare",15.6
"097 Moveen, Co. Clare",12.5
"098 Moyarta, Co. Clare",20.4
"099 Mullagh, Co. Clare",10.3
"100 Querrin, Co. Clare",10.0
"101 Rahona, Co. Clare",20.8
"102 St. Martin's, Co. Clare",18.2
"103 Tullig, Co. Clare",11.4
"104 Tullycreen, Co. Clare",11.5
"105 Ballycannan, Co. Clare",23.9
"106 Ballyglass, Co. Clare",8.6
"107 Cappavilla, Co. Clare",7.7
"108 Castlecrine, Co. Clare",6.9
"109 Cloghera, Co. Clare",8.8
"110 Cloontra, Co. Clare",5.1
"111 Cratloe, Co. Clare",2.8
"112 Fahymore, Co. Clare",13.9
"113 Killeely, Co. Clare",6.5
"114 Killokennedy, Co. Clare",4.4
"115 Kilseily, Co. Clare",6.6
"116 Kiltenanlea, Co. Clare",9.3
"117 Lackareagh, Co. Clare",7.1
"118 Mountievers, Co. Clare",9.1
"119 O'Briensbridge, Co. Clare",11.0
"120 Ayle, Co. Clare",16.7
"121 Boherglass, Co. Clare",14.7
"122 Caherhurley, Co. Clare",19.4
"124 Cappaghabaun, Co. Clare",13.7
"125 Carrowbaun, Co. Clare",10.0
"126 Cloonusker, Co. Clare",18.8
"127 Coolreagh, Co. Clare",14.3
"999 Corlea / Cahermurphy",27.1
"129 Derrynagittagh, Co. Clare",11.3
"130 Drummaan, Co. Clare",19.8
"131 Feakle, Co. Clare",12.3
"999 Inishcaltra North / Inishcaltra South",17.2
"134 Killaloe, Co. Clare",17.2
"135 Mountshannon, Co. Clare",23.9
"136 Ogonnelloe, Co. Clare",7.8
"137 Scarriff, Co. Clare",18.2
"138 Ballyblood, Co. Clare",11.5
"139 Ballynahinch, Co. Clare",11.1
"140 Caher, Co. Clare",14.7
"141 Clooney, Co. Clare",8.0
"142 Dangan, Co. Clare",11.5
"143 Glendree, Co. Clare",19.7
"144 Kilkishen, Co. Clare",14.4
"145 Killanena, Co. Clare",12.8
"146 Killuran, Co. Clare",11.0
"147 Kiltannon, Co. Clare",15.6
"148 Kyle, Co. Clare",14.4
"149 Loughea, Co. Clare",19.6
"150 Newgrove, Co. Clare",11.0
"151 Quin, Co. Clare",5.9
"152 Rathclooney, Co. Clare",6.1
"153 Rossroe, Co. Clare",2.9
"154 Toberbreeda, Co. Clare",7.9
"155 Tulla, Co. Clare",12.1
"001 Ballinlough A, Cork City",8.1
"002 Ballinlough B, Cork City",4.2
"003 Ballinlough C, Cork City",7.8
"004 Ballyphehane A, Cork City",16.6
"005 Ballyphehane B, Cork City",13.4
"006 Bishopstown A, Cork City",6.7
"007 Bishopstown B, Cork City",9.6
"008 Bishopstown C, Cork City",5.5
"009 Bishopstown D, Cork City",5.8
"010 Bishopstown E, Cork City",5.0
"011 Blackpool A, Cork City",26.2
"012 Blackpool B, Cork City",23.2
"013 Browningstown, Cork City",3.5
"014 Centre A, Cork City",15.3
"015 Centre B, Cork City",17.6
"016 Churchfield, Cork City",23.9
"017 City Hall A, Cork City",15.9
"018 City Hall B, Cork City",8.7
"019 Commons, Cork City",22.8
"020 Evergreen, Cork City",15.9
"021 Fair Hill A, Cork City",26.4
"022 Fair Hill B, Cork City",24.5
"023 Fair Hill C, Cork City",25.1
"024 Farranferris A, Cork City",31.7
"025 Farranferris B, Cork City",30.7
"026 Farranferris C, Cork City",26.3
"027 Gillabbey A, Cork City",12.5
"028 Gillabbey B, Cork City",14.1
"029 Gillabbey C, Cork City",4.3
"030 Glasheen A, Cork City",7.6
"031 Glasheen B, Cork City",7.3
"032 Glasheen C, Cork City",10.6
"033 Greenmount, Cork City",16.1
"034 Gurranebraher A, Cork City",24.0
"035 Gurranebraher B, Cork City",25.0
"036 Gurranebraher C, Cork City",31.4
"037 Gurranebraher D, Cork City",21.5
"038 Gurranebraher E, Cork City",27.9
"039 Knocknaheeny, Cork City",38.7
"040 Knockrea A, Cork City",9.0
"041 Knockrea B, Cork City",9.9
"042 Mahon A, Cork City",15.8
"043 Mahon B, Cork City",21.3
"044 Mahon C, Cork City",5.5
"045 Mardyke, Cork City",11.3
"046 Mayfield, Cork City",36.7
"047 Montenotte A, Cork City",12.2
"048 Montenotte B, Cork City",11.0
"049 Pouladuff A, Cork City",12.5
"050 Pouladuff B, Cork City",22.0
"051 St. Patrick's A, Cork City",23.4
"052 St. Patrick's B, Cork City",19.9
"053 St. Patrick's C, Cork City",15.4
"054 Shanakiel, Cork City",18.9
"055 Shandon A, Cork City",18.3
"056 Shandon B, Cork City",23.2
"057 South Gate A, Cork City",19.6
"058 South Gate B, Cork City",23.7
"059 Sundays Well A, Cork City",9.4
"060 Sundays Well B, Cork City",13.7
"061 The Glen A, Cork City",27.4
"062 The Glen B, Cork City",13.9
"063 The Lough, Cork City",15.9
"064 Tivoli A, Cork City",19.7
"065 Tivoli B, Cork City",9.9
"066 Togher A, Cork City",21.6
"067 Togher B, Cork City",15.7
"068 Tramore A, Cork City",9.9
"069 Tramore B, Cork City",3.2
"070 Tramore C, Cork City",14.2
"071 Turners Cross A, Cork City",8.1
"072 Turners Cross B, Cork City",11.7
"073 Turners Cross C, Cork City",18.7
"074 Turners Cross D, Cork City",8.4
"001 Clonakilty Urban, Co. Cork",15.8
"002 Cobh Urban, Co. Cork",18.2
"003 Fermoy Urban, Co. Cork",19.0
"004 Kinsale Urban, Co. Cork",15.9
"005 Macroom Urban, Co. Cork",15.1
"006 Mallow North Urban, Co. Cork",21.1
"007 Mallow South Urban, Co. Cork",21.0
"008 Midleton Urban, Co. Cork",17.5
"009 Skibbereen Urban, Co. Cork",20.9
"010 Youghal Urban, Co. Cork",25.4
"011 Ballinadee, Co. Cork",6.5
"012 Ballygroman, Co. Cork",3.4
"013 Ballymodan, Co. Cork",14.5
"014 Ballymurphy, Co. Cork",6.7
"015 Bandon, Co. Cork",21.7
"016 Baurleigh, Co. Cork",6.0
"017 Bengour, Co. Cork",2.1
"018 Boulteen, Co. Cork",6.7
"019 Brinny, Co. Cork",2.9
"020 Cashel, Co. Cork",7.0
"021 Inishannon, Co. Cork",5.1
"022 Kilbonane, Co. Cork",3.4
"023 Kilbrittain, Co. Cork",7.1
"024 Kilbrogan, Co. Cork",9.3
"025 Knockavilly, Co. Cork",3.4
"026 Knockroe, Co. Cork",5.2
"027 Moviddy, Co. Cork",8.1
"028 Murragh, Co. Cork",6.4
"029 Rathclarin, Co. Cork",7.7
"030 Teadies, Co. Cork",11.1
"031 Templemartin, Co. Cork",5.3
"032 Ahil, Co. Cork",15.5
"999 Bantry Rural / Whiddy",8.4
"034 Bantry Urban, Co. Cork",21.4
"035 Douce, Co. Cork",14.9
"036 Durrus East, Co. Cork",13.3
"037 Durrus West, Co. Cork",14.4
"038 Glanlough, Co. Cork",16.5
"039 Glengarriff, Co. Cork",10.3
"040 Kealkill, Co. Cork",9.1
"041 Kilcaskan, Co. Cork",14.7
"042 Mealagh, Co. Cork",19.3
"043 Scart, Co. Cork",7.8
"044 Seefin, Co. Cork",15.7
"045 Sheepshead, Co. Cork",5.9
"047 Adrigole, Co. Cork",13.1
"048 Bear, Co. Cork",8.2
"049 Coulagh, Co. Cork",17.8
"050 Curryglass, Co. Cork",11.2
"051 Kilcatherine, Co. Cork",12.2
"052 Killaconenagh, Co. Cork",12.1
"053 Kilnamanagh, Co. Cork",11.7
"054 Abbeymahon, Co. Cork",3.7
"055 Ardfield, Co. Cork",5.1
"056 Argideen, Co. Cork",4.8
"057 Butlerstown, Co. Cork",2.9
"058 Cahermore, Co. Cork",17.8
"059 Castleventry, Co. Cork",9.0
"060 Clonakilty Rural, Co. Cork",8.8
"061 Coolcraheen, Co. Cork",8.2
"062 Courtmacsherry, Co. Cork",12.4
"063 Derry, Co. Cork",10.3
"064 Kilkerranmore, Co. Cork",5.5
"065 Kilmaloda East, Co. Cork",4.9
"066 Kilmaloda West, Co. Cork",3.1
"067 Kilmoylerane, Co. Cork",6.3
"068 Kilnagross, Co. Cork",3.1
"069 Knocks, Co. Cork",10.3
"070 Rathbarry, Co. Cork",9.7
"071 Rosscarbery, Co. Cork",9.6
"072 Rossmore, Co. Cork",15.5
"073 Templeomalus, Co. Cork",9.1
"074 Timoleague, Co. Cork",9.9
"075 Ballincollig, Co. Cork",8.4
"076 Ballygarvan, Co. Cork",4.1
"077 Ballynaglogh, Co. Cork",4.4
"078 Bishopstown (Part Rural), Co. Cork",14.8
"079 Blackpool, Co. Cork",5.0
"080 Blarney, Co. Cork",9.1
"081 Caherlag, Co. Cork",7.4
"082 Carrigaline, Co. Cork",8.3
"083 Carrignavar, Co. Cork",6.9
"084 Carrigrohane Beg, Co. Cork",3.9
"085 Cobh Rural, Co. Cork",11.7
"086 Douglas, Co. Cork",5.1
"087 Dripsey, Co. Cork",6.5
"088 Dunderrow, Co. Cork",4.7
"089 Firmount, Co. Cork",4.4
"090 Glenville, Co. Cork",3.4
"091 Greenfort, Co. Cork",4.9
"092 Inishkenny, Co. Cork",8.4
"093 Killeagh, Co. Cork",4.5
"094 Knockantota, Co. Cork",6.5
"095 Knockraha, Co. Cork",5.8
"096 Lehenagh, Co. Cork",8.5
"097 Matehy, Co. Cork",3.8
"098 Monkstown Rural, Co. Cork",6.5
"099 Monkstown Urban, Co. Cork",11.1
"100 Ovens, Co. Cork",3.7
"101 Rathcooney (Part Rural), Co. Cork",9.3
"102 Riverstown, Co. Cork",7.4
"103 St. Mary's (Part Rural), Co. Cork",15.6
"104 Whitechurch, Co. Cork",4.9
"105 Aultagh, Co. Cork",10.0
"106 Ballingurteen, Co. Cork",8.8
"107 Ballymoney, Co. Cork",14.1
"108 Béal Átha an Ghaorthaidh, Co. Cork",7.4
"109 Bealock, Co. Cork",15.6
"110 Carrigboy, Co. Cork",11.9
"111 Castletown, Co. Cork",10.9
"112 Coolmountain, Co. Cork",29.7
"113 Drinagh, Co. Cork",13.6
"114 Dunmanway North, Co. Cork",20.0
"115 Dunmanway South, Co. Cork",15.5
"116 Garrown, Co. Cork",18.3
"117 Kinneigh, Co. Cork",4.0
"118 Manch, Co. Cork",9.5
"119 Milane, Co. Cork",14.0
"120 Teerelton, Co. Cork",4.7
"121 Aghern, Co. Cork",6.3
"122 Ballyhooly, Co. Cork",10.6
"123 Ballynoe, Co. Cork",9.4
"124 Carrig, Co. Cork",8.3
"125 Castlecooke, Co. Cork",3.0
"126 Castle Hyde, Co. Cork",6.7
"127 Castlelyons, Co. Cork",9.9
"128 Castletownroche, Co. Cork",16.9
"129 Coole, Co. Cork",11.2
"130 Curraglass, Co. Cork",12.4
"131 Fermoy Rural, Co. Cork",17.3
"132 Glanworth East, Co. Cork",11.2
"133 Glanworth West, Co. Cork",14.1
"134 Gortnaskehy, Co. Cork",8.7
"135 Gortroe, Co. Cork",10.3
"136 Kilcor, Co. Cork",4.5
"137 Kilcummer, Co. Cork",7.6
"138 Kildinan, Co. Cork",7.0
"139 Killathy, Co. Cork",7.0
"140 Kilworth, Co. Cork",9.1
"141 Knockmourne, Co. Cork",11.3
"142 Leitrim, Co. Cork",1.9
"143 Rathcormack, Co. Cork",11.8
"144 Watergrasshill, Co. Cork",9.2
"145 Allow, Co. Cork",7.8
"146 Ballyhoolahan, Co. Cork",3.2
"147 Banteer, Co. Cork",17.7
"148 Barleyhill, Co. Cork",9.2
"149 Barnacurra, Co. Cork",9.2
"150 Bawncross, Co. Cork",9.9
"151 Boherboy, Co. Cork",12.8
"152 Castlecor, Co. Cork",14.6
"153 Castlemagner, Co. Cork",7.2
"154 Clonfert East, Co. Cork",13.5
"155 Clonfert West, Co. Cork",16.4
"156 Clonmeen, Co. Cork",7.0
"157 Coolclogh, Co. Cork",6.8
"158 Dromina, Co. Cork",18.2
"159 Glenlara, Co. Cork",12.8
"160 Gortmore, Co. Cork",6.8
"161 Greenane, Co. Cork",14.9
"162 Kanturk, Co. Cork",18.1
"163 Kilbrin, Co. Cork",9.0
"164 Kilmeen, Co. Cork",10.7
"165 Knockatooan, Co. Cork",10.2
"166 Knocktemple, Co. Cork",15.0
"167 Meens, Co. Cork",8.8
"168 Milford, Co. Cork",13.7
"169 Nad, Co. Cork",12.1
"170 Newmarket, Co. Cork",13.3
"171 Newtown, Co. Cork",13.0
"172 Roskeen, Co. Cork",8.7
"173 Rosnalee, Co. Cork",9.8
"174 Rowls, Co. Cork",19.4
"175 Tincoora, Co. Cork",15.2
"176 Tullylease, Co. Cork",9.5
"177 Williamstown, Co. Cork",9.5
"178 Ballinspittle, Co. Cork",12.6
"179 Ballyfeard, Co. Cork",7.0
"180 Ballyfoyle, Co. Cork",5.8
"181 Ballymackean, Co. Cork",7.6
"182 Ballymartle, Co. Cork",5.2
"183 Carrigaline, Co. Cork",9.7
"184 Coolmain, Co. Cork",3.5
"185 Cullen, Co. Cork",2.7
"186 Farranbrien, Co. Cork",7.3
"187 Kilmonoge, Co. Cork",7.4
"188 Kilpatrick, Co. Cork",8.3
"189 Kinsale Rural, Co. Cork",6.5
"190 Kinure, Co. Cork",4.6
"191 Laherne, Co. Cork",8.2
"192 Leighmoney, Co. Cork",2.2
"193 Liscleary, Co. Cork",8.9
"194 Nohaval, Co. Cork",3.9
"195 Templebreedy, Co. Cork",9.5
"196 Templemichael, Co. Cork",3.0
"197 Aghinagh, Co. Cork",6.0
"198 Aglish, Co. Cork",2.9
"199 Béal Átha an Ghaorthaidh (Bealanageary), Co. Cork",13.0
"200 Ceann Droma, Co. Cork",5.6
"201 Cannaway, Co. Cork",6.8
"202 Claonráth, Co. Cork",9.3
"203 Clondrohid, Co. Cork",8.5
"204 Clonmoyle, Co. Cork",11.2
"205 Doire Fhínín, Co. Cork",7.5
"206 Gort na Tiobratan, Co. Cork",7.7
"207 Gowlane, Co. Cork",7.8
"208 Greenville, Co. Cork",6.7
"209 Inchigeelagh, Co. Cork",13.8
"210 Kilberrihert, Co. Cork",8.7
"211 Kilcullen, Co. Cork",5.4
"212 Cill na Martra, Co. Cork",7.9
"213 Macloneigh, Co. Cork",7.9
"214 Magourney, Co. Cork",9.9
"215 Mashanaglass, Co. Cork",7.4
"216 Mountrivers, Co. Cork",14.2
"217 Rahalisk, Co. Cork",8.0
"218 An Sliabh Riabhach, Co. Cork",11.3
"219 Na hUláin, Co. Cork",7.2
"220 Warrenscourt, Co. Cork",6.9
"221 Ardskeagh, Co. Cork",10.7
"222 Ballyclogh, Co. Cork",9.7
"223 Ballynamona, Co. Cork",5.4
"224 Buttevant, Co. Cork",19.0
"225 Caherduggan, Co. Cork",9.2
"226 Carrig, Co. Cork",8.0
"227 Churchtown, Co. Cork",10.9
"228 Clenor, Co. Cork",10.1
"229 Doneraile, Co. Cork",19.2
"230 Dromore, Co. Cork",10.9
"231 Imphrick, Co. Cork",7.2
"232 Kilmaclenine, Co. Cork",11.6
"233 Kilshannig, Co. Cork",12.4
"234 Liscarroll, Co. Cork",14.7
"235 Mallow Rural, Co. Cork",19.4
"236 Milltown, Co. Cork",6.9
"237 Monanimy, Co. Cork",11.2
"238 Rahan, Co. Cork",6.7
"239 Rathluirc, Co. Cork",19.9
"240 Shanballymore, Co. Cork",13.3
"241 Skahanagh, Co. Cork",10.2
"242 Springfort, Co. Cork",13.4
"243 Streamhill, Co. Cork",16.7
"244 Templemary, Co. Cork",7.7
"245 Wallstown, Co. Cork",10.2
"246 Ballintemple, Co. Cork",3.4
"247 Ballycottin, Co. Cork",10.6
"248 Ballyspillane, Co. Cork",6.0
"249 Carrigtohill, Co. Cork",8.3
"250 Castlemartyr, Co. Cork",8.1
"251 Clonmult, Co. Cork",6.6
"252 Cloyne, Co. Cork",13.4
"253 Corkbeg, Co. Cork",9.9
"254 Dangan, Co. Cork",8.2
"255 Dungourney, Co. Cork",6.2
"256 Garryvoe, Co. Cork",5.9
"257 Ightermurragh, Co. Cork",11.9
"258 Inch, Co. Cork",6.4
"259 Lisgoold, Co. Cork",4.8
"260 Midleton Rural, Co. Cork",12.0
"261 Mogeely, Co. Cork",10.6
"262 Rostellan, Co. Cork",9.0
"263 Templebodan, Co. Cork",5.1
"264 Templenacarriga, Co. Cork",4.6
"265 Caherbarnagh, Co. Cork",5.1
"266 Coomlogane, Co. Cork",14.5
"267 Crinnaloo, Co. Cork",7.0
"268 Cullen, Co. Cork",11.2
"269 Derragh, Co. Cork",10.0
"270 Doonasleen, Co. Cork",8.7
"271 Drishane, Co. Cork",11.6
"272 Keale, Co. Cork",4.5
"273 Kilcorney, Co. Cork",10.9
"274 Knocknagree, Co. Cork",9.1
"275 Rathcool, Co. Cork",13.6
"276 Skagh, Co. Cork",12.4
"277 Ballyarthur, Co. Cork",4.7
"278 Derryvillane, Co. Cork",11.1
"279 Farahy, Co. Cork",9.8
"280 Kildorrery, Co. Cork",9.3
"281 Kilgullane, Co. Cork",7.8
"282 Kilphelan, Co. Cork",10.3
"283 Marshalstown, Co. Cork",7.0
"284 Mitchelstown, Co. Cork",16.6
"285 Templemolaga, Co. Cork",8.7
"286 Aghadown North, Co. Cork",5.8
"287 Aghadown South, Co. Cork",11.9
"288 Bredagh, Co. Cork",15.0
"289 Caheragh, Co. Cork",12.4
"290 Cléire, Co. Cork",16.5
"291 Carrigbaun, Co. Cork",10.6
"292 Castlehaven North, Co. Cork",10.5
"293 Castlehaven South, Co. Cork",14.0
"294 Cloghdonnell, Co. Cork",13.1
"295 Cloonkeen, Co. Cork",9.8
"296 Drinagh, Co. Cork",9.9
"297 Dromdaleague North, Co. Cork",18.7
"298 Dromdaleague South, Co. Cork",12.2
"299 Garranes, Co. Cork",14.5
"300 Gortnascreeny, Co. Cork",14.9
"301 Kilfaughnabeg, Co. Cork",12.5
"302 Killeenleagh, Co. Cork",8.9
"303 Knockskagh, Co. Cork",13.6
"304 Myross, Co. Cork",13.3
"305 Shreelane, Co. Cork",11.3
"306 Skibbereen Rural, Co. Cork",8.7
"307 Tullagh, Co. Cork",10.9
"308 Woodfort, Co. Cork",8.3
"309 Ballybane, Co. Cork",15.3
"310 Ballydehob, Co. Cork",17.3
"311 Coolagh, Co. Cork",25.6
"312 Crookhaven, Co. Cork",8.4
"313 Dunbeacon, Co. Cork",20.8
"314 Dunmanus, Co. Cork",11.2
"315 Goleen, Co. Cork",9.2
"316 Kilcoe, Co. Cork",9.2
"317 Lowertown, Co. Cork",9.9
"318 Skull, Co. Cork",16.3
"319 Toormore, Co. Cork",5.4
"320 Ardagh, Co. Cork",9.9
"321 Clonpriest, Co. Cork",9.0
"322 Kilcronat, Co. Cork",8.5
"323 Killeagh, Co. Cork",9.4
"324 Kilmacdonogh, Co. Cork",10.6
"325 Youghal Rural (Part Rural), Co. Cork",12.7
"001 Killarney Urban, Co. Kerry",12.6
"002 Listowel Urban, Co. Kerry",27.2
"003 Tralee Urban, Co. Kerry",33.9
"004 Na Beathacha, Co. Kerry",11.1
"005 Baile an Sceilg, Co. Kerry",17.9
"006 An Baile Breac, Co. Kerry",..
"007 Caher, Co. Kerry",15.9
"008 Cathair Dónall, Co. Kerry",15.3
"999 Ceannúigh / Máistir Gaoithe",13.4
"010 Castlequin, Co. Kerry",8.8
"012 Curraghbeg, Co. Kerry",7.9
"013 Doire Fhíonáin, Co. Kerry",10.0
"999 Doire Ianna / Cloon",9.3
"015 An tImleach, Co. Kerry",14.7
"016 Glanbehy, Co. Kerry",15.9
"017 Killinane, Co. Kerry",10.5
"018 Lickeen, Co. Kerry",6.3
"019 Loch Luíoch, Co. Kerry",12.6
"021 Maum, Co. Kerry",13.5
"022 Portmagee, Co. Kerry",14.3
"023 Toghroinn Fhíonáin, Co. Kerry",7.1
"024 Teeranearagh, Co. Kerry",16.2
"025 Valencia, Co. Kerry",15.9
"026 Ballinvoher, Co. Kerry",13.8
"027 An Baile Dubh, Co. Kerry",16.7
"028 Ballynacourty, Co. Kerry",7.1
"029 Cé Bhréanainn, Co. Kerry",5.9
"030 Castlegregory, Co. Kerry",14.4
"031 An Clochán, Co. Kerry",6.5
"032 Deelis, Co. Kerry",12.1
"033 An Daingean, Co. Kerry",15.3
"034 Dún Chaoin, Co. Kerry",13.8
"035 Dún Urlann, Co. Kerry",12.4
"036 Na Gleannta, Co. Kerry",12.3
"037 Inch, Co. Kerry",6.1
"038 Cill Maoilchéadair, Co. Kerry",18.2
"039 Cill Chuáin, Co. Kerry",22.0
"040 Cinn Aird, Co. Kerry",9.2
"041 Lack, Co. Kerry",9.9
"042 Márthain, Co. Kerry",10.8
"043 An Mhin Aird, Co. Kerry",9.4
"044 An Sráidbhaile, Co. Kerry",4.9
"045 Ceann Trá, Co. Kerry",16.2
"046 Ardea, Co. Kerry",13.0
"047 Banawn, Co. Kerry",12.5
"048 Cappagh, Co. Kerry",13.2
"049 Castlecove, Co. Kerry",16.8
"050 Dawros, Co. Kerry",9.5
"051 Dromore, Co. Kerry",6.9
"052 Glanlee, Co. Kerry",6.5
"053 Glanlough, Co. Kerry",10.0
"054 Glanmore, Co. Kerry",20.0
"055 Greenane, Co. Kerry",9.1
"056 Kenmare, Co. Kerry",15.0
"057 Kilgarvan, Co. Kerry",7.9
"058 Loughbrin, Co. Kerry",3.6
"059 Reen, Co. Kerry",9.3
"060 Sneem, Co. Kerry",12.3
"061 Tahilla, Co. Kerry",13.2
"062 Aghadoe, Co. Kerry",7.7
"063 Aglish, Co. Kerry",7.5
"064 Ballyhar, Co. Kerry",7.6
"065 Brewsterfield, Co. Kerry",6.8
"066 Caragh, Co. Kerry",12.5
"067 Churchtown, Co. Kerry",10.1
"068 Clydagh, Co. Kerry",6.0
"069 Coolies, Co. Kerry",6.1
"070 Coom, Co. Kerry",8.9
"071 Curraghmore, Co. Kerry",15.7
"072 Currans, Co. Kerry",14.4
"073 Doocarrig, Co. Kerry",7.3
"074 Dromin, Co. Kerry",6.6
"075 Dunloe, Co. Kerry",7.6
"076 Flesk, Co. Kerry",7.1
"077 Headfort, Co. Kerry",8.8
"078 Kilbonane, Co. Kerry",6.4
"079 Kilcummin, Co. Kerry",7.2
"080 Kilfelim, Co. Kerry",4.7
"081 Kilgobnet, Co. Kerry",10.4
"082 Killarney Rural (Part Urban), Co. Kerry",12.6
"083 Killeentierna, Co. Kerry",11.3
"084 Killorglin, Co. Kerry",15.7
"085 Kilnanare, Co. Kerry",10.3
"086 Knocknahoe, Co. Kerry",9.3
"087 Lahard, Co. Kerry",5.8
"088 Milltown, Co. Kerry",13.7
"089 Molahiffe, Co. Kerry",11.4
"090 Muckross (Part Urban), Co. Kerry",3.9
"091 Rathmore, Co. Kerry",8.7
"092 Rockfield, Co. Kerry",5.8
"093 Ardagh, Co. Kerry",23.9
"094 Astee, Co. Kerry",12.7
"095 Ballincloher, Co. Kerry",9.4
"096 Ballyconry, Co. Kerry",8.1
"097 Ballyduff, Co. Kerry",27.0
"098 Ballyegan, Co. Kerry",17.1
